######################################################################
#
# LoggerIdentifier    : 1858035C
# Comment             : 
# PC Time             : 15 September 2021 , 12:40:58
# Logger Time         : 15 September 2021 , 12:40:58
# StartBatteryVoltage :      2970 mV
# EndBatteryVoltage   :      2902 mV
# TotalSampleCount    :    456793
# ResistanceOffset    :     11905.14456
# ResistanceScale     :     90939.70156
# TemperatureOffset   :         0.0009057505
# TemperatureLinear   :         0.0002256978
# TemperatureCubic    :         0.0000001097
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2021 09 15 11 25 53    37873    55685.209       11.332
2021 09 15 11 25 54    37869    55677.994       11.335
2021 09 15 11 25 55    37864    55668.977       11.339
2021 09 15 11 25 56    37861    55663.568       11.341
2021 09 15 11 25 57    37865    55670.781       11.338
2021 09 15 11 25 58    37868    55676.191       11.336
2021 09 15 11 25 59    37869    55677.994       11.335
2021 09 15 11 26 00    37869    55677.994       11.335
2021 09 15 11 26 01    37867    55674.387       11.336
2021 09 15 11 26 02    37866    55672.584       11.337
2021 09 15 11 26 03    37865    55670.781       11.338
2021 09 15 11 26 04    37863    55667.174       11.339
2021 09 15 11 26 05    37862    55665.371       11.340
2021 09 15 11 26 06    37861    55663.568       11.341
2021 09 15 11 26 07    37858    55658.159       11.343
2021 09 15 11 26 08    37858    55658.159       11.343
2021 09 15 11 26 09    37857    55656.356       11.343
2021 09 15 11 26 10    37854    55650.947       11.345
2021 09 15 11 26 11    37853    55649.144       11.346
2021 09 15 11 26 12    37851    55645.539       11.348
2021 09 15 11 26 13    37849    55641.933       11.349
2021 09 15 11 26 14    37847    55638.328       11.350
2021 09 15 11 26 15    37846    55636.526       11.351
2021 09 15 11 26 16    37844    55632.921       11.352
2021 09 15 11 26 17    37842    55629.316       11.354
2021 09 15 11 26 18    37840    55625.712       11.355
2021 09 15 11 26 19    37839    55623.910       11.356
2021 09 15 11 26 20    37837    55620.305       11.357
2021 09 15 11 26 21    37836    55618.503       11.358
2021 09 15 11 26 22    37834    55614.899       11.359
2021 09 15 11 26 23    37832    55611.296       11.361
2021 09 15 11 26 24    37831    55609.494       11.361
2021 09 15 11 26 25    37829    55605.890       11.363
2021 09 15 11 26 26    37836    55618.503       11.358
2021 09 15 11 26 27    37857    55656.356       11.343
2021 09 15 11 26 28    37880    55697.835       11.327
2021 09 15 11 26 29    37887    55710.464       11.323
2021 09 15 11 26 30    37887    55710.464       11.323
2021 09 15 11 26 31    37883    55703.247       11.325
2021 09 15 11 26 32    37880    55697.835       11.327
2021 09 15 11 26 33    37878    55694.227       11.329
2021 09 15 11 26 34    37875    55688.816       11.331
2021 09 15 11 26 35    37873    55685.209       11.332
2021 09 15 11 26 36    37871    55681.601       11.334
2021 09 15 11 26 37    37869    55677.994       11.335
2021 09 15 11 26 38    37880    55697.835       11.327
2021 09 15 11 26 39    37896    55726.705       11.316
2021 09 15 11 26 40    37905    55742.949       11.310
2021 09 15 11 26 41    37905    55742.949       11.310
2021 09 15 11 26 42    37904    55741.143       11.311
2021 09 15 11 26 43    37901    55735.729       11.313
2021 09 15 11 26 44    37900    55733.924       11.314
2021 09 15 11 26 45    37911    55753.780       11.306
2021 09 15 11 26 46    37928    55784.477       11.294
2021 09 15 11 26 47    37935    55797.121       11.289
2021 09 15 11 26 48    37935    55797.121       11.289
2021 09 15 11 26 49    37934    55795.315       11.290
2021 09 15 11 26 50    37932    55791.702       11.291
2021 09 15 11 26 51    37930    55788.089       11.293
2021 09 15 11 26 52    37929    55786.283       11.293
2021 09 15 11 26 53    37927    55782.671       11.295
2021 09 15 11 26 54    37925    55779.059       11.296
2021 09 15 11 26 55    37924    55777.253       11.297
2021 09 15 11 26 56    37923    55775.447       11.298
2021 09 15 11 26 57    37921    55771.836       11.299
2021 09 15 11 26 58    37920    55770.030       11.300
2021 09 15 11 26 59    37918    55766.418       11.301
2021 09 15 11 27 00    37917    55764.613       11.302
2021 09 15 11 27 01    37915    55761.002       11.303
2021 09 15 11 27 02    37914    55759.196       11.304
2021 09 15 11 27 03    37913    55757.391       11.304
2021 09 15 11 27 04    37911    55753.780       11.306
2021 09 15 11 27 05    37910    55751.974       11.307
2021 09 15 11 27 06    37908    55748.364       11.308
2021 09 15 11 27 07    37907    55746.559       11.309
2021 09 15 11 27 08    37905    55742.949       11.310
2021 09 15 11 27 09    37909    55750.169       11.307
2021 09 15 11 27 10    37928    55784.477       11.294
2021 09 15 11 27 11    37949    55822.415       11.279
2021 09 15 11 27 12    37956    55835.066       11.275
2021 09 15 11 27 13    37958    55838.680       11.273
2021 09 15 11 27 14    37957    55836.873       11.274
2021 09 15 11 27 15    37956    55835.066       11.275
2021 09 15 11 27 16    37953    55829.644       11.277
2021 09 15 11 27 17    37951    55826.029       11.278
2021 09 15 11 27 18    37948    55820.608       11.280
2021 09 15 11 27 19    37946    55816.994       11.282
2021 09 15 11 27 20    37945    55815.187       11.282
2021 09 15 11 27 21    37949    55822.415       11.279
2021 09 15 11 27 22    37967    55854.949       11.267
2021 09 15 11 27 23    37983    55883.880       11.256
2021 09 15 11 27 24    37991    55898.350       11.250
2021 09 15 11 27 25    37992    55900.159       11.250
2021 09 15 11 27 26    37990    55896.541       11.251
2021 09 15 11 27 27    37989    55894.732       11.252
2021 09 15 11 27 28    37986    55889.306       11.254
2021 09 15 11 27 29    37985    55887.498       11.255
2021 09 15 11 27 30    37982    55882.072       11.257
2021 09 15 11 27 31    37980    55878.455       11.258
2021 09 15 11 27 32    37981    55880.263       11.257
2021 09 15 11 27 33    37995    55905.586       11.248
2021 09 15 11 27 34    38013    55938.157       11.235
2021 09 15 11 27 35    38021    55952.638       11.230
2021 09 15 11 27 36    38018    55947.207       11.232
2021 09 15 11 27 37    38003    55920.060       11.242
2021 09 15 11 27 38    37981    55880.263       11.257
2021 09 15 11 27 39    37954    55831.451       11.276
2021 09 15 11 27 40    37940    55806.154       11.286
2021 09 15 11 27 41    37944    55813.381       11.283
2021 09 15 11 27 42    37952    55827.837       11.277
2021 09 15 11 27 43    37955    55833.258       11.275
2021 09 15 11 27 44    37955    55833.258       11.275
2021 09 15 11 27 45    37954    55831.451       11.276
2021 09 15 11 27 46    37953    55829.644       11.277
2021 09 15 11 27 47    37951    55826.029       11.278
2021 09 15 11 27 48    37949    55822.415       11.279
2021 09 15 11 27 49    37948    55820.608       11.280
2021 09 15 11 27 50    37947    55818.801       11.281
2021 09 15 11 27 51    37948    55820.608       11.280
2021 09 15 11 27 52    37961    55844.103       11.271
2021 09 15 11 27 53    37982    55882.072       11.257
2021 09 15 11 27 54    37992    55900.159       11.250
2021 09 15 11 27 55    37996    55907.395       11.247
2021 09 15 11 27 56    37996    55907.395       11.247
2021 09 15 11 27 57    37995    55905.586       11.248
2021 09 15 11 27 58    37993    55901.968       11.249
2021 09 15 11 27 59    37992    55900.159       11.250
2021 09 15 11 28 00    37990    55896.541       11.251
2021 09 15 11 28 01    37989    55894.732       11.252
2021 09 15 11 28 02    37987    55891.115       11.253
2021 09 15 11 28 03    37987    55891.115       11.253
2021 09 15 11 28 04    37997    55909.204       11.246
2021 09 15 11 28 05    38005    55923.679       11.241
2021 09 15 11 28 06    38008    55929.108       11.239
2021 09 15 11 28 07    38008    55929.108       11.239
2021 09 15 11 28 08    38006    55925.489       11.240
2021 09 15 11 28 09    38005    55923.679       11.241
2021 09 15 11 28 10    38003    55920.060       11.242
2021 09 15 11 28 11    38002    55918.251       11.243
2021 09 15 11 28 12    38001    55916.442       11.243
2021 09 15 11 28 13    37999    55912.823       11.245
2021 09 15 11 28 14    37997    55909.204       11.246
2021 09 15 11 28 15    38005    55923.679       11.241
2021 09 15 11 28 16    38021    55952.638       11.230
2021 09 15 11 28 17    38029    55967.121       11.224
2021 09 15 11 28 18    38029    55967.121       11.224
2021 09 15 11 28 19    38027    55963.500       11.225
2021 09 15 11 28 20    38026    55961.689       11.226
2021 09 15 11 28 21    38024    55958.069       11.227
2021 09 15 11 28 22    38022    55954.448       11.229
2021 09 15 11 28 23    38021    55952.638       11.230
2021 09 15 11 28 24    38019    55949.017       11.231
2021 09 15 11 28 25    38017    55945.397       11.232
2021 09 15 11 28 26    38016    55943.587       11.233
2021 09 15 11 28 27    38015    55941.777       11.234
2021 09 15 11 28 28    38013    55938.157       11.235
2021 09 15 11 28 29    38012    55936.347       11.236
2021 09 15 11 28 30    38011    55934.537       11.236
2021 09 15 11 28 31    38009    55930.918       11.238
2021 09 15 11 28 32    38008    55929.108       11.239
2021 09 15 11 28 33    38008    55929.108       11.239
2021 09 15 11 28 34    38014    55939.967       11.234
2021 09 15 11 28 35    38020    55950.827       11.230
2021 09 15 11 28 36    38022    55954.448       11.229
2021 09 15 11 28 37    38022    55954.448       11.229
2021 09 15 11 28 38    38022    55954.448       11.229
2021 09 15 11 28 39    38021    55952.638       11.230
2021 09 15 11 28 40    38029    55967.121       11.224
2021 09 15 11 28 41    38042    55990.663       11.215
2021 09 15 11 28 42    38049    56003.342       11.210
2021 09 15 11 28 43    38050    56005.154       11.209
2021 09 15 11 28 44    38049    56003.342       11.210
2021 09 15 11 28 45    38047    55999.719       11.212
2021 09 15 11 28 46    38045    55996.096       11.213
2021 09 15 11 28 47    38042    55990.663       11.215
2021 09 15 11 28 48    38041    55988.851       11.216
2021 09 15 11 28 49    38038    55983.418       11.218
2021 09 15 11 28 50    38036    55979.796       11.219
2021 09 15 11 28 51    38034    55976.175       11.221
2021 09 15 11 28 52    38032    55972.553       11.222
2021 09 15 11 28 53    38031    55970.742       11.223
2021 09 15 11 28 54    38029    55967.121       11.224
2021 09 15 11 28 55    38027    55963.500       11.225
2021 09 15 11 28 56    38026    55961.689       11.226
2021 09 15 11 28 57    38025    55959.879       11.227
2021 09 15 11 28 58    38025    55959.879       11.227
2021 09 15 11 28 59    38031    55970.742       11.223
2021 09 15 11 29 00    38037    55981.607       11.218
2021 09 15 11 29 01    38041    55988.851       11.216
2021 09 15 11 29 02    38040    55987.040       11.216
2021 09 15 11 29 03    38040    55987.040       11.216
2021 09 15 11 29 04    38039    55985.229       11.217
2021 09 15 11 29 05    38037    55981.607       11.218
2021 09 15 11 29 06    38036    55979.796       11.219
2021 09 15 11 29 07    38035    55977.985       11.220
2021 09 15 11 29 08    38033    55974.364       11.221
2021 09 15 11 29 09    38031    55970.742       11.223
2021 09 15 11 29 10    38031    55970.742       11.223
2021 09 15 11 29 11    38029    55967.121       11.224
2021 09 15 11 29 12    38027    55963.500       11.225
2021 09 15 11 29 13    38025    55959.879       11.227
2021 09 15 11 29 14    38025    55959.879       11.227
2021 09 15 11 29 15    38023    55956.258       11.228
2021 09 15 11 29 16    38022    55954.448       11.229
2021 09 15 11 29 17    38020    55950.827       11.230
2021 09 15 11 29 18    38019    55949.017       11.231
2021 09 15 11 29 19    38018    55947.207       11.232
2021 09 15 11 29 20    38016    55943.587       11.233
2021 09 15 11 29 21    38016    55943.587       11.233
2021 09 15 11 29 22    38014    55939.967       11.234
2021 09 15 11 29 23    38013    55938.157       11.235
2021 09 15 11 29 24    38012    55936.347       11.236
2021 09 15 11 29 25    38010    55932.728       11.237
2021 09 15 11 29 26    38009    55930.918       11.238
2021 09 15 11 29 27    38008    55929.108       11.239
2021 09 15 11 29 28    38007    55927.298       11.239
2021 09 15 11 29 29    38006    55925.489       11.240
2021 09 15 11 29 30    38005    55923.679       11.241
2021 09 15 11 29 31    38003    55920.060       11.242
2021 09 15 11 29 32    38001    55916.442       11.243
2021 09 15 11 29 33    38007    55927.298       11.239
2021 09 15 11 29 34    38019    55949.017       11.231
2021 09 15 11 29 35    38025    55959.879       11.227
2021 09 15 11 29 36    38025    55959.879       11.227
2021 09 15 11 29 37    38023    55956.258       11.228
2021 09 15 11 29 38    38020    55950.827       11.230
2021 09 15 11 29 39    38018    55947.207       11.232
2021 09 15 11 29 40    38023    55956.258       11.228
2021 09 15 11 29 41    38029    55967.121       11.224
2021 09 15 11 29 42    38032    55972.553       11.222
2021 09 15 11 29 43    38033    55974.364       11.221
2021 09 15 11 29 44    38032    55972.553       11.222
2021 09 15 11 29 45    38031    55970.742       11.223
2021 09 15 11 29 46    38036    55979.796       11.219
2021 09 15 11 29 47    38040    55987.040       11.216
2021 09 15 11 29 48    38042    55990.663       11.215
2021 09 15 11 29 49    38041    55988.851       11.216
2021 09 15 11 29 50    38039    55985.229       11.217
2021 09 15 11 29 51    38037    55981.607       11.218
2021 09 15 11 29 52    38035    55977.985       11.220
2021 09 15 11 29 53    38034    55976.175       11.221
2021 09 15 11 29 54    38032    55972.553       11.222
2021 09 15 11 29 55    38031    55970.742       11.223
2021 09 15 11 29 56    38029    55967.121       11.224
2021 09 15 11 29 57    38028    55965.310       11.225
2021 09 15 11 29 58    38027    55963.500       11.225
2021 09 15 11 29 59    38025    55959.879       11.227
2021 09 15 11 30 00    38025    55959.879       11.227
2021 09 15 11 30 01    38023    55956.258       11.228
2021 09 15 11 30 02    38022    55954.448       11.229
2021 09 15 11 30 03    38020    55950.827       11.230
2021 09 15 11 30 04    38019    55949.017       11.231
2021 09 15 11 30 05    38018    55947.207       11.232
2021 09 15 11 30 06    38016    55943.587       11.233
2021 09 15 11 30 07    38016    55943.587       11.233
2021 09 15 11 30 08    38014    55939.967       11.234
2021 09 15 11 30 09    38013    55938.157       11.235
2021 09 15 11 30 10    38012    55936.347       11.236
2021 09 15 11 30 11    38011    55934.537       11.236
2021 09 15 11 30 12    38009    55930.918       11.238
2021 09 15 11 30 13    38008    55929.108       11.239
2021 09 15 11 30 14    38007    55927.298       11.239
2021 09 15 11 30 15    38006    55925.489       11.240
2021 09 15 11 30 16    38004    55921.870       11.241
2021 09 15 11 30 17    38002    55918.251       11.243
2021 09 15 11 30 18    38001    55916.442       11.243
2021 09 15 11 30 19    37999    55912.823       11.245
2021 09 15 11 30 20    37998    55911.014       11.245
2021 09 15 11 30 21    37997    55909.204       11.246
2021 09 15 11 30 22    37996    55907.395       11.247
